production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,imdb_score
65000000,442169052,2012,1.85,158,46204,7.6
65000000,172825854,2002,1.85,104,5265,5.5
65000000,250800000,1998,1.85,119,17768,6.5
65000000,163442936,2014,2.35,137,2938,7.2
65000000,163442936,2014,2.35,137,2938,7.2
65000000,211739043,2010,2.35,95,23018,6.6
65000000,128468793,2008,2.35,106,11264,6.9
65000000,233700000,1998,2.35,136,12396,6.7
65000000,128874043,2000,2.35,130,17771,6.4
65000000,139840525,2014,2.39,118,4796,5.2
65000000,255000000,1993,2.35,124,15229,6.4
65000000,148345997,1996,2.35,108,2913,6
65000000,163295654,2006,1.85,129,14421,6
65000000,69688384,2000,1.85,104,16452,6.1
65000000,141205169,2003,1.85,117,12850,6.4
65000000,180148897,2012,2.35,99,1375,6.4
65000000,104267443,1999,1.66,159,11424,7.3
65000000,156974557,2012,2.35,103,29808,6.3
65000000,154362963,2015,1.85,105,11943,6.6
65000000,132397389,2004,2.35,122,19764,5.9
65000000,48164150,1984,1.85,114,3860,6.4
65000000,43545364,2006,2.35,131,12088,7.1
65000000,221662676,2015,2.35,121,2131,7.1
65000000,238940997,2012,2.35,96,17913,5.4
65000000,39017984,1998,2.35,143,1409,6.7
65000000,100853753,1999,2.35,151,13209,8.8
65000000,72516819,2008,2.35,111,28643,6.4
65000000,33447612,1996,2.35,121,1531,6.7
65000000,62761005,2000,2.35,135,1013,6.2
65000000,56409722,2005,2.35,100,7048,4.8
65000000,41636243,2009,2.35,94,23365,6.3
65000000,17218916,1991,1.85,100,15944,5.7
65000000,39499349,2014,1.85,102,49433,6.5
65000000,10014234,2000,1.85,105,3580,5
65000000,26670920,2005,2.35,130,450,6.9
64000000,101636047,2006,1.85,98,6334,4.3
64000000,63200000,1999,1.85,133,16710,5.1
63700000,133603463,2006,2.35,147,253,7.5
63000000,1038812584,1993,1.85,127,2129,8.1
63000000,292738626,2002,2.35,94,2725,6.2
63000000,188657593,2011,1.85,95,2558,5.5
63000000,25052000,1994,2.35,212,5708,6.6
62000000,207500000,1994,2.35,141,14178,6.9
62000000,127630030,2000,2.35,116,14931,6.6
62000000,107822813,1995,2.35,114,2668,6.8
62000000,145478036,2015,2.76,187,49912,7.9
62000000,40123346,2008,2.35,87,6658,3.8
62000000,18708848,2001,2.35,125,14536,5.9
61000000,368567189,2014,2.35,149,4348,8.1
61000000,145594548,2007,1.85,93,13232,6.3
61000000,310697192,2015,2.35,132,2517,6.4
61000000,132493015,2013,2.35,109,20148,6.7
60000000,516567575,2004,1.85,106,24938,6.3
60000000,457729388,2014,2.35,100,22128,7.8
60000000,454161935,2006,2.35,117,32360,7.7
60000000,253555383,2007,2.35,100,1412,5.9
60000000,247812011,2008,2.35,115,4811,7.1
60000000,290701374,1999,1.85,189,17716,8.5
60000000,310043823,2005,1.85,81,2252,5.8
60000000,264118201,1998,1.85,103,3698,8.1
60000000,214357371,2002,2.35,119,13249,7.9
60000000,172450423,2009,1.85,113,8172,5.5
60000000,356429941,1995,2.35,130,1784,7.2
60000000,176262839,2003,2.35,111,35084,7
60000000,164285587,2003,1.85,92,4050,5.5
60000000,149705852,1999,2.35,116,2321,6.3
60000000,218613188,1998,1.85,99,1195,7
60000000,217670152,2004,2.35,120,13581,7.6
60000000,200700000,2001,1.85,87,4171,5.2
60000000,199043309,2002,1.85,101,2636,6.1
60000000,152457863,1998,1.85,83,25788,6.6
60000000,165890634,2002,2.35,100,14611,5.5
60000000,170200225,2004,2.35,101,3943,6.1
60000000,157670733,1990,2.35,107,14006,5.9
60000000,135015330,2005,2.35,94,20348,5.4
60000000,206598789,2010,1.85,140,20440,5.7
60000000,130968579,2004,2.35,146,20454,7.7
60000000,100230832,1999,2.35,156,20761,6.8
60000000,186883563,1998,1.85,170,20683,6.5
60000000,126037057,2009,1.85,100,647,7.7
60000000,102332848,2004,1.85,115,4496,6.5
60000000,165048228,1999,2.35,105,3697,5.8
60000000,90723216,2003,2.35,89,1233,4.4
60000000,162778384,2008,1.85,91,13654,5
60000000,193857962,2016,2.35,99,20276,5.9
60000000,71719931,2002.130733,1.78,22,2064,7.3
60000000,87123569,2006,2.35,98,24664,4.4
60000000,129832389,1996,1.85,94,4530,5.4
60000000,56709981,1998,2.35,115,4713,6.5
60000000,100751232,2015,1.85,124,75793,6.6
60000000,159356941,1997,2.35,124,38227,6.3
60000000,98819789,2003,2.35,119,3637,6.3
60000000,100645801,1996,1.85,124,3653,6.1
60000000,90482317,2008,2.35,93,13403,6.1
60000000,104429625,2002,1.85,98,2018,5.3
60000000,131377412,2014,2.35,105,1411,6.2
60000000,104324083,1995,1.85,92,2318,5.4
60000000,101382396,2005,2.35,115,4305,5
60000000,160700000,1997,2.35,116,3090,6.3
60000000,95538560,2007,2.35,124,1640,7.2
60000000,68336997,1998,2.35,104,4294,6.1
60000000,104100903,2013,2.35,113,34738,6.7
60000000,57604723,2009,1.85,100,12258,4.9
60000000,82812456,2010,2.35,117,7053,6.6
60000000,67312826,2002,2.35,116,31224,6.4
60000000,82150183,2002,2.35,101,53024,6.2
60000000,108996113,2009,2.35,91,22668,6.1
60000000,81079566,2009,2.35,125,10623,6.2
60000000,78481410,2008,2.35,101,38809,6
60000000,124514011,2009,2.35,134,24458,7.4
60000000,88832210,2009,2.35,127,19776,7.1
60000000,36850101,1999,1.85,94,2151,4.9
60000000,78080697,2006,2.35,107,1352,6.1
60000000,47818913,2012,2.35,111,17871,6.8
60000000,121327628,2003,1.85,100,1395,6.3
60000000,33956608,1997,2.35,110,1976,5.7
60000000,32983332,1998,2.35,111,16536,6.1
60000000,32983332,1998,2.35,111,16537,6.1
60000000,47371191,2000,1.85,152,36897,7.9
60000000,54994757,2002,1.85,96,22889,5.9
60000000,38389024,2009,2.35,117,23745,6.7
60000000,75965567,2013,2.35,130,10247,6
60000000,39235486,2000,1.85,126,34774,6.7
60000000,30063805,2002,2.35,104,2109,6.1
60000000,84154026,2011,2.35,87,1417,5.7
60000000,71073932,2005,2.35,101,993,4.3
60000000,26673242,1997,2.35,130,2525,6.7
60000000,80767884,2003,1.66,85,11301,6.7
60000000,49473093,2005,2.35,103,1467,5.6
60000000,49238525,2006,2.35,121,22833,5.6
60000000,35319689,1999,1.85,122,15275,6.1
60000000,39006188,2008,2.35,103,20881,4.8
60000000,20541668,2001,2.35,131,3012,6.9
60000000,66655938,2008,2.35,106,5329,6.1
60000000,14218868,2000,2.35,91,1262,4.8
60000000,14816379,2006,2.35,140,12634,6.6
60000000,22468620,2014,2.35,118,22447,6.2
60000000,12069719,1998,2.35,114,2367,4.9
60000000,50648806,2008,1.85,90,1865,4.9
60000000,10597070,2005,2.35,132,12133,6.7
60000000,30396134,2015,2.35,107,42683,5.5
60000000,13075656,2007,2.35,156,26564,3.8
60000000,11427090,2003,2.35,127,12947,6.5
60000000,194058503,2016,2.35,119,1026,6
58000000,783770709,2016,2.35,108,18239,8.1
58000000,547326372,2014,2.35,133,16277,7.3
58000000,158162788,2015,2.35,103,5497,6.4
58000000,158162788,2015,2.35,103,5497,6.4
58000000,50365498,2012,2.35,125,4416,5.9
58000000,100687083,2005,1.85,95,2876,6.7
58000000,93672764,2013,2.35,125,5081,6.3
58000000,59431365,2000,1.85,90,6299,3.6
58000000,41348628,2008,1.85,114,589,6
58000000,80480566,2009,2.35,103,3150,4.7
57500000,295874190,2010,2.35,97,16098,5.9
57500000,58085235,2012,2.35,116,16484,5.6
57000000,153007424,1997,2.35,136,45271,7.5
57000000,149217355,2011,2.35,96,16121,4.3
57000000,104364680,1996,2.35,103,2710,6.4
57000000,38329114,2004,2.35,97,9814,6.3
57000000,62097495,2001,2.35,131,23325,5.9
56000000,195660942,2002.130733,16,22,4115,6.7
56000000,198006880,2005,2.35,95,16884,5.5
55000000,679857164,1994,2.35,142,15700,8.8
55000000,362605033,2007,1.85,92,2847,5.2
55000000,366784257,2005,2.35,118,13426,6.6
55000000,307325633,2006,2.35,117,11036,8
55000000,347100000,1995,1.78,84,26754,6.6
55000000,300200000,1978,2.35,188,12940,7.3
55000000,273814019,1996,1.85,95,3155,5.6
55000000,220648184,2013,2.35,134,16281,7.9
55000000,174463257,1997,1.85,92,4518,5.4
55000000,126425115,2003,2.35,74,5713,6.3
55000000,192165283,2014,2.35,132,37605,7.2
55000000,282300000,1995,1.85,100,2638,6
55000000,152269033,2010,2.35,101,39822,6.3
55000000,163838217,2002,2.35,105,7184,5.1
55000000,159387195,1995,2.35,123,30132,7.3
55000000,214392904,2005,2.35,98,2287,6.2
55000000,212200000,1994,2.35,128,3888,6
55000000,198750909,1998,2.35,114,13905,6.7
55000000,259541430,2014,2.35,95,3697,7.2
55000000,176469428,2003,2.35,111,3983,8.1
55000000,189624452,2011,1.85,94,2820,6
55000000,98699769,1999,1.37,85,22458,6.4
55000000,153535982,2004,2.35,137,1959,8
55000000,63408614,1989,2.35,97,14432,6.3
55000000,149022650,1992,1.85,104,25599,6.4
55000000,71189835,2000,2.35,110,939,6.6
55000000,122079192,1996,2.35,133,2916,6.4
55000000,110387072,2013,1.85,91,3104,5.9
55000000,158500000,1992,2.35,145,1543,6.4
55000000,129075270,2008,2.35,104,7247,6.6
55000000,154605868,2004,2.35,143,20660,7.4
55000000,79312301,2014,1.85,119,6089,6.4
55000000,151947179,1996,2.35,135,164,6.3
55000000,70692101,1998,2.35,122,24270,7.3
55000000,90552675,2010,2.35,119,4315,6.4
55000000,38564422,1996,2.35,110,1752,6.8
55000000,113805580,2008,2.35,141,12840,7.8
55000000,67353000,2012,2.35,102,2488,5.7
55000000,67353000,2012,2.35,102,2486,5.7
55000000,45016494,2003,1.85,94,2248,6
55000000,34105207,1999,2.35,126,13406,6.5
55000000,63537164,2003,2.35,118,14036,5.8
55000000,43980363,2008,2.35,99,10026,5.8
55000000,47953341,2005,2.35,93,10185,5.5
55000000,60209334,1996,1.85,107,31014,5.6
55000000,18582965,1996,2.35,116,24618,5.8
55000000,74870866,2007,1.85,114,16899,6.9
55000000,16123323,2009,2.35,107,3742,5.6
55000000,12923936,2003,2.35,280,1671,6.3
55000000,11532774,1997,2.35,100,3952,4.7
55000000,22597969,2012,1.85,92,25418,5.7
55000000,9521458,2006,1.85,128,27614,6.2
55000000,28231444,2004,1.85,95,2260,4.2
55000000,69759296,2004,2.35,133,405,7.7
55000000,1807990,2002,2.35,96,15803,5.3
54000000,108185706,1980,2.35,116,2908,6.8
54000000,130402010,2006,1.85,110,847,5.6
54000000,166617328,2008,2.35,123,14727,7.7
54000000,66520529,1990,1.85,170,16949,7.6
54000000,50719373,2005,1.85,123,12700,6.4
54000000,7126002,2003,2.35,121,286,2.4
53012938,107190108,2000,2.35,99,26527,5.9
53000000,109848461,2005,2.35,107,2297,5.1
53000000,131159781,2009,2.35,118,22517,7.4
53000000,139801410,1997,2.35,94,6017,7.1
53000000,179213196,2001,2.35,127,2601,7.6
53000000,54207112,2001,2.35,89,13390,5.5
53000000,63657941,2006,2.35,135,24468,7.1
53000000,50187789,2007,2.35,189,22186,7.6
53000000,22852487,1998,1.85,172,2397,5.9
52500000,134612435,2012,1.85,157,2759,7.4
52000000,355612291,2002,1.85,141,48153,8
52000000,602500560,2008,2.35,108,26002,6.3
52000000,205727307,2006,1.85,106,8315,5.8
52000000,217569328,2010,1.85,125,45696,5.7
52000000,110400000,1995,2.35,178,24183,8.2
52000000,75835124,2011,2.35,118,28045,6.4
52000000,97709034,1998,2.35,215,1937,7.6
52000000,53139168,2010,2.35,92,488,6.5
52000000,23010607,2003,2.35,104,2422,5.5
51000000,149270999,2000,1.85,116,1711,6.5
51000000,46815807,2006,1.85,93,5468,4.9
50200000,126931325,2011,1.85,106,14607,7.1
50000000,687557727,2009,2.35,130,64040,4.6
50000000,491812794,2001,1.85,90,275,7.9
50000000,556016627,2012,1.85,112,21773,7
50000000,331333876,2014,2.35,112,19428,7.1
50000000,390500000,1991,1.85,155,38518,6.9
50000000,274000000,1996,1.85,139,12182,7.3
50000000,238757137,2015,1.85,96,10886,6.1
50000000,314111923,1997,1.85,139,1474,7.7
50000000,202173000,1998,2.35,115,74382,6.7
50000000,203502372,2014,2.39,125,62837,6
50000000,172185754,2013,2.35,143,28176,6.3
50000000,257972745,2011,2.35,112,3388,7.1
50000000,171269535,2002,1.85,96,26826,5.8
50000000,206175032,2016,2.35,107,14569,6.6
50000000,257805243,2000,1.85,131,10003,7.3
50000000,178890782,2003,1.85,116,14087,6.4
50000000,223564608,1994,1.85,123,25697,7.6
50000000,225990976,2008,2.35,104,29505,6.8
50000000,212742160,2014,2.35,106,16967,7
50000000,159745279,1998,2.35,124,9988,6.7
50000000,128402901,2006,2.35,95,37967,5.6
50000000,185798265,2006,2.35,129,19148,7.6
50000000,147142328,2011,2.39,118,57426,7.4
50000000,161626121,1999,2.35,90,3148,7.1
50000000,186450317,2009,2.35,121,13421,6.2
50000000,161941727,2005,1.85,128,10163,5.4
50000000,118729073,2011,1.85,124,36873,7.1
50000000,111300835,2011,1.85,133,53094,7.6
50000000,208094550,2004,1.85,80,13430,5
50000000,96469187,2004,2.35,99,6729,5.2
50000000,130214162,2005,2.35,132,22417,8.2
50000000,67823573,1995,1.85,127,30383,6.6
50000000,105103783,2009,2.35,98,14007,5.7
50000000,144110682,2005,1.85,101,2177,4.7
50000000,88316835,2003,2.35,114,428,6.2
50000000,71052604,2006,1.85,78,11124,6.6
50000000,236799211,2012,1.85,113,8398,6.7
50000000,214949716,2013,2.35,98,11946,6.1
50000000,146195159,2011,1.85,109,15608,6.1
50000000,104488383,2001,2.35,113,3341,6.3
50000000,119114494,2002,1.85,124,2583,6.7
50000000,125168734,2004,2.35,98,16791,6.2
50000000,97651543,2014,2.35,95,19513,7.3
50000000,50068310,1997,2.35,121,19139,6.7
50000000,82751189,2006,2.35,105,101383,5.8
50000000,80369970,1997,2.35,129,1397,7.8
50000000,48169156,1997,2.35,125,15569,5.8
50000000,156602194,2014,1.85,89,1367,5.8
50000000,76119388,2014,2.35,141,30183,7.4
50000000,94704227,2006,2.35,132,1933,6.6
50000000,50054511,2000,1.85,118,24024,6.5
50000000,49105766,1998,2.35,140,20152,7.3
50000000,119180938,1994,1.85,104,1093,5.5
50000000,41476097,1990,1.85,106,19610,6.3
50000000,62967368,1997,2.35,124,1289,5.9
50000000,55489826,2003,2.35,114,19739,6.5
50000000,263894551,2004,2.35,108,15634,5.9
50000000,39778599,2000,2.35,119,29461,6.6
50000000,69425966,2005,1.85,93,14899,3.5
50000000,38590458,1994,2.35,101,1860,4.4
50000000,62209892,2009,2.35,99,701,6.4
50000000,43340302,2004,1.85,119,2052,6
50000000,46112640,1999,2.35,137,25469,6.5
50000000,84023611,2010,2.35,87,20061,4.2
50000000,113309743,1996,1.85,117,3016,4.3
50000000,105246941,2010,2.35,129,14344,6.5
50000000,56643267,2002,1.85,115,34606,6.1
50000000,56643267,2002,1.85,115,34605,6.1
50000000,83306268,1995,1.85,132,58528,6.3
50000000,55348693,2016,2.35,102,24107,4.8
50000000,80583311,2007,2.35,131,1344,6.2
50000000,27100030,1999,1.85,95,14706,5.9
50000000,64477051,2013,2.35,125,1300,5.9
50000000,64477051,2006,1.85,110,1173,7
50000000,42598498,2003,2.35,98,3357,6.5
50000000,66961644,2015,2.35,114,16992,6.6
50000000,26199517,2002,2.35,110,18635,6.4
50000000,53850527,2009,2.35,118,7654,6.5
50000000,25426861,1996,2.35,101,15935,5.7
50000000,34806726,2004,2.35,119,15757,7.3
50000000,26121638,2011,2.35,102,45202,5.6
50000000,41642166,2011,2.35,84,8018,6
50000000,20886891,2016,1.85,139,12786,6.7
50000000,42002029,2009,1.85,95,29926,5.8
50000000,28920188,2003,2.35,130,32637,7.5
50000000,60282876,2013,2.35,124,3580,6.2
50000000,41982227,2005,2.35,110,25049,5.8
50000000,56077088,2007,1.85,96,17211,7.7
50000000,16581575,1994,1.85,99,2949,5.9
50000000,14271297,1999,2.35,158,144,6.4
50000000,26097497,2010,2.35,108,10191,6.8
50000000,41042583,2011,1.85,104,16481,5.5
50000000,10561038,1997,2.35,115,2606,6.2
50000000,10359006,1995,2.35,135,15820,5.1
50000000,22969202,2005,2.35,127,5702,6
50000000,9812870,1995,1.85,107,5461,5.1
50000000,12335036,2009,2.35,96,1385,3.7
50000000,8374062,2002,1.85,109,52885,6.4
50000000,6626115,2004,2.35,88,11972,4.9
50000000,6291602,2000,1.85,87,3954,5.6
50000000,3434330,2015,2.35,137,27666,6.4
49000000,43905746,2001,2.35,85,32831,5.9
49000000,105002056,2015,2.35,120,23051,6.9
49000000,20423389,1990,2.35,104,2795,6.3
49000000,71004627,2012,2.35,129,2035,6.6
48000000,474171806,1989,2.35,127,12884,8.3
48000000,208300000,2000,1.85,190,1418,7.6
48000000,196308367,2002,2.35,112,18141,6.8
48000000,327656424,2014,2.35,115,16967,6
48000000,124304264,1999,2.35,113,4660,6.8
48000000,151463090,1999,2.35,118,29748,6.7
48000000,107752036,1999,2.35,114,3743,7.1
48000000,112610386,2006,1.78,89,2353,4.6
48000000,86607223,2001,2.35,112,1823,6.4
48000000,71171825,2007,2.35,122,33548,7.8
48000000,50315140,2001,2.35,120,33615,7.4
48000000,70937778,2001,1.85,123,22209,6.4
48000000,90376224,2000,2.35,93,5390,6
48000000,77562568,1998,1.85,123,3768,7
48000000,25928721,1984,1.85,123,18793,6.5
47500000,14968379,2016,2.35,127,2104,7.3
47000000,162738726,1990,1.85,105,2096,6.1
47000000,102825796,1996,2.35,96,3718,6
47000000,116773317,1998,2.126976154,110,371,7.8
47000000,29781453,2001,1.85,132,4796,6.4
47000000,37923818,2006,1.85,75,6863,4.5
47000000,14970038,1972,2.35,115,95,8.1
47000000,11022696,2010,2.35,81,14619,4.7
47000000,12900000,1996,1.85,108,8349,5.8
46000000,298923419,1997,2.35,105,12344,6.3
46000000,160648493,2001,2.35,102,9176,5.7
46000000,150000000,1996,2.35,111,6315,7.6
46000000,113622499,2002,2.35,118,15658,7.2
46000000,100833145,1996,1.85,116,33233,6.6
46000000,4408636,1981,2.35,140,2704,2.7
45000000,302710615,1997,1.85,86,2070,6.8
45000000,363095319,1998,2.35,95,24205,7.2
45000000,377807404,2012,2.35,98,16410,6.3
45000000,358500000,1994,1.33,91,3244,4.8
45000000,155200000,2003,1.85,84,3629,5.5
45000000,213420951,2000,1.85,109,1574,6.2
45000000,243180937,2008,1.85,93,17925,5.8
45000000,187995859,1993,2.35,141,30063,6.5
45000000,122071435,2004,1.85,113,15362,5.7
45000000,174810815,2007,1.85,97,14868,7.4
45000000,117615211,1994,2.35,119,4043,6.7
45000000,160971922,2011,1.85,103,1336,7.1
45000000,178100000,1992,2.35,117,12757,6.9
45000000,155931301,2005,2.35,101,6292,5.5
45000000,104505362,2001,2.35,122,22370,7.7
45000000,90523726,1999,2.35,102,26998,7.3
45000000,141189101,2001,1.85,83,1645,5.2
45000000,76665507,2005,2.35,136,20299,7.2
45000000,135808837,2010,2.35,110,21554,5.5
45000000,66790248,2002,2.35,91,758,6.5
45000000,136998907,1997,2.35,89,3717,4.6
45000000,113417762,2006,2.35,102,2998,6.8
45000000,113916474,2000,2.35,107,3106,5.6
45000000,247967903,2003,2.35,129,28886,7.7
45000000,57362581,1994,1.85,110,13331,5.4
45000000,75854588,1996,2.35,135,3648,6.3
45000000,72359917,1968,1.85,111,7493,7.2
45000000,55842724,2005,2.35,95,27351,5.6
45000000,102746214,2005,2.35,109,14073,6.8
45000000,146162920,2007,2.35,94,16225,6.3
45000000,48563556,2004,2.35,93,4604,4.3
45000000,80594860,2012,2.35,141,1948,6.5
45000000,94215000,1994,2.35,111,12161,6.3
45000000,127990741,2014,1.85,117,49743,6.5
45000000,43343247,2006,2.35,112,3757,6.4
45000000,65595141,2006,2.35,102,15053,6.6
45000000,35627222,1995,1.85,96,2965,5.9
45000000,61475984,2004,2.35,94,1102,6.5
45000000,49610898,2006,1.85,88,33822,5.9
45000000,163126676,2003,1.85,87,1461,6.1
45000000,27447471,1984,2.35,177,2449,6.6
45000000,59551283,2009,1.85,86,3423,5.4
45000000,29367143,2007,2.35,133,5405,7.4
45000000,29367143,2007,2.35,133,5405,7.4
45000000,79564960,2008,2.35,119,53895,7.3
45000000,70216497,2008,2.35,101,15990,5.6
45000000,36404841,1996,1.85,91,3855,5.3
45000000,20133326,1996,2.35,117,2348,6
45000000,29406132,2001,2.35,124,793,6.8
45000000,65532491,2010,2.35,128,2507,7.2
45000000,18120267,2000,2.35,220,15006,5.8
45000000,46598133,2008,1.85,99,12166,5.4
45000000,34668249,1995,2.35,212,21130,7.1
45000000,41467606,2012,2.35,95,578,7.1
45000000,41467606,2012,2.35,95,578,7.1
45000000,11203026,1998,2.35,106,6558,6
45000000,164539660,2011,2.35,101,661,6.3
45000000,9110458,2008,2.35,160,26982,6
45000000,8488871,2002,1.85,74,13917,6.5
45000000,31077418,2007,2.35,139,538,6.4
45000000,31681811,1940,1.37,88,1178,7.5
45000000,2154540,1997,2.35,103,2457,4.9
45000000,73706,2012,2.126976154,91,3090,1.7
44500000,227140757,2012,2.35,130,3133,7.7
44000000,353715317,1993,1.85,130,13357,7.8
44000000,300400000,1985,2.35,96,15662,6.4
44000000,165600852,1996,2.35,147,37076,7.5
44000000,48478084,2010,2.35,99,1066,6.5
44000000,22730924,1996,2.35,118,26907,5.6
44000000,12342632,2014,2.35,112,12239,6.6
44000000,3484523,1980,2.35,325,14255,6.8
43000000,229727774,2013,2.35,123,4825,6.6
43000000,80013623,2000,2.35,136,1801,7.3
43000000,62063972,2000,1.37,103,23864,6
43000000,63078756,2002,1.85,90,132,5.1
42500000,76347393,2011,2.35,93,27834,6.6
42000000,270340892,1993,1.85,154,14244,6.8
42000000,202812429,2012,2.35,109,19968,7.2
42000000,363728226,1999,2.35,124,9255,7
42000000,227793915,2000,1.85,84,1817,7
42000000,173044410,2004,1.85,90,24534,5.9
42000000,131052444,1992,1.85,117,3841,5.4
42000000,130788243,2009,1.85,81,2134,5.8
42000000,71000000,1963,2.2,251,2957,7
42000000,73239258,2012,1.85,105,6727,6.5
42000000,63781100,2002,2.35,115,15571,6.3
42000000,41267469,1996,1.85,122,13716,6.5
42000000,91678442,2011,2.35,100,15369,5.4
42000000,56438555,2002,2.35,119,1651,6.5
42000000,156167015,1989,2.35,133,2371,6.6
42000000,56331864,2001,2.35,120,33585,6.1
42000000,60437727,2005,2.35,122,12076,7.6
42000000,20844907,1993,1.85,104,7723,4
42000000,45688337,2012,2.35,102,362,6.6
42000000,8514325,2010,2.35,100,2056,6.3
42000000,4408420,2002.130733,4,30,1610,7.5
42000000,11756922,2009,2.35,105,1342,7.2
41000000,245769202,2002,2.35,110,1954,7
41000000,100622586,2001,2.35,144,18761,6.9
41000000,22108977,2003,2.35,108,1134,5.2
41000000,7684524,2011,2.35,100,2085,6.2
40000000,672806292,1999,1.85,107,17540,8.1
40000000,570978470,2015,2.35,129,4585,4.1
40000000,314709717,2009,2.35,108,18656,6.7
40000000,257878294,2013,2.35,138,83012,7.3
40000000,189714544,2003,1.85,94,7014,5.8
40000000,457507776,2014,2.35,89,32325,6.4
40000000,149804632,2013,2.35,121,1261,7.6
40000000,332000000,1989,1.85,108,3660,7.8
40000000,177835231,1999,2.35,105,2129,6.4
40000000,167851995,2003,1.85,84,22935,4.1
40000000,152266007,1996,2.35,149,31349,7.4
40000000,132440066,1992,2.35,128,16751,7.2
40000000,97470701,2013,2.35,128,16911,7.5
40000000,126646119,2009,1.85,123,13321,7
40000000,181053657,2009,2.35,129,318,6.4
40000000,124246152,2016,2.35,102,5178,5.9
40000000,178710620,2006,1.85,89,5855,5.1
40000000,106511453,2015,1.85,107,12556,6
40000000,161838076,2000,2.35,116,600,5.5
40000000,244088654,1990,1.37,118,3986,7.4
40000000,141208010,2014,1.85,109,16179,5.7
40000000,195111193,2014,2.35,109,2357,6
40000000,215862692,1992,1.85,155,42220,7.5
40000000,120612565,2006,2.35,120,24300,7.3
40000000,128792135,1999,1.85,139,36810,7.3
40000000,197232734,2015,1.85,121,36010,7.2
40000000,75505856,1992,2.35,117,2144,7.8
40000000,124823094,2004,1.85,178,5074,7.7
40000000,161513754,2015,2.35,142,16944,7.6
40000000,150886329,2008,2.35,90,6775,6.6
40000000,91729503,2009,1.85,105,28928,7.1
40000000,70836296,2001,1.85,114,2842,5.9
40000000,205400000,1991,2.35,206,698,8
40000000,137047376,2006,1.85,99,19334,4.6
40000000,145238250,2001,2.35,123,43917,6.1
40000000,187384627,2009,2.35,82,303717,5.2
40000000,139474906,2009,2.35,102,7009,6.4
40000000,91455875,2010,1.85,114,2091,6.4
40000000,141484812,2003,1.85,98,22318,5.8
40000000,58855732,2001,2.35,106,2544,6.4
40000000,87145086,2011,2.35,118,13943,7.3
40000000,118097882,2004,1.85,106,2325,6.1
40000000,74156610,2013,2.35,89,3361,5.9
40000000,71743823,1998,2.35,108,8610,6.1
40000000,87949859,1997,1.85,98,7039,5.2
40000000,105945357,2014,2.35,116,30571,6.3
40000000,75389090,2002,1.85,131,17152,7.7
40000000,104407366,2006,2.35,130,63986,8.5
40000000,114830111,2006,2.35,99,18693,6.8
40000000,127234389,2010,2.35,107,4243,6.4
40000000,55249159,2012,1.85,105,9069,6.6
40000000,191200000,1987,2.35,130,1233,6.7
40000000,121032272,2006,1.85,139,848,7.8
40000000,146300356,2007,1.85,95,2787,6.5
40000000,49851591,1986,2.35,116,2179,5.9
40000000,92111551,2004,2.35,96,41293,6.6
40000000,92256918,2005,2.35,104,1274,6.5
40000000,65282732,2014,2.35,134,2281,6.9
40000000,106548738,2008,2.35,101,4298,5.8
40000000,45916769,1997,2.35,135,16762,7.1
40000000,44948240,1992,2.35,106,519,6
40000000,58250151,1997,1.85,155,37570,7.2
40000000,86760995,2014,2.35,136,28927,6.1
40000000,155011165,2011,2.35,92,3074,5.9
40000000,50071069,2005,2.35,104,1827,6.2
40000000,128884494,2007,2.35,102,4324,4.7
40000000,126069509,2014,1.85,94,1488,5.1
40000000,95989590,2011,2.35,111,4486,6.2
40000000,38087756,1994,1.85,95,4634,5.2
40000000,90717684,2000,1.85,103,26938,5.5
40000000,101162106,2011,2.35,109,390,7
40000000,41294674,2012,2.35,95,1070,5.8
40000000,72295262,2011,2.35,112,3432,6.4
40000000,96398826,1999,2.35,123,12970,6.5
40000000,51867723,2000,1.85,94,1238,4.7
40000000,34416893,1991,2.35,140,3044,7.2
40000000,53864342,1999,1.85,102,2913,5.8
40000000,55696705,2000,1.85,123,23920,7.2
40000000,49686263,2008,2.35,102,3239,5.7
40000000,55247881,2011,2.35,129,15595,6.9
40000000,31835600,1994,1.85,93,2711,6
40000000,59795070,2010,2.35,107,621,6.5
40000000,46666955,2005,2.35,117,3969,5
40000000,30199105,2000,2.35,116,3753,5.7
40000000,69807260,2013,1.85,113,36009,6.4
40000000,40435694,2000,2.35,107,4565,5.1
40000000,31670620,2005,2.35,135,5917,7
40000000,28544120,1999,1.85,90,1335,5.3
40000000,27682712,1996,2.35,99,10469,4.4
40000000,27053815,2001,2.35,104,2888,4.7
40000000,78269970,2008,1.85,115,77823,6.7
40000000,65754228,2001,1.85,119,29484,6.7
40000000,24172899,1994,1.85,128,3126,6.1
40000000,38172500,1981,2.35,100,931,7.4
40000000,22433915,2002,2.35,108,34377,6.2
40000000,22365133,1999,1.85,128,3821,5.9
40000000,46176322,2004,2.35,84,5039,4
40000000,47085064,2009,1.85,87,24770,7.8
40000000,37750754,1995,2.35,131,18913,4.6
40000000,20278055,1996,1.85,111,17877,6.2
40000000,25693998,2012,2.35,107,1702,6.5
40000000,169590606,2012,2.35,114,7099,7.6
40000000,20790486,2012,2.35,91,222,5.9
40000000,60862471,2006,1.85,123,7243,6.4
